,level_1_description,eo_class_code,eo_class_description,constr_type,eo_model_id,eo_model_name,eo_description,teh_mesto,level_upper,sap_operation_status,operation_start_date,operation_finish_date
60647,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №767,11-RUD-CGTR-SEBT-CD66,11-RUD-CGTR-SEBT-C793,СИНХ,2021-07-25,2033-07-31
60665,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №768,11-RUD-CGTR-SEBT-CD67,11-RUD-CGTR-SEBT-C793,СИНХ,2021-08-05,2033-08-31
60674,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №769,11-RUD-CGTR-SEBT-CD68,11-RUD-CGTR-SEBT-C793,СИНХ,2021-08-11,2033-08-31
60680,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №770,11-RUD-CGTR-SEBT-CD69,11-RUD-CGTR-SEBT-C793,СИНХ,2021-08-19,2033-08-31
60682,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №771,11-RUD-CGTR-SEBT-CD70,11-RUD-CGTR-SEBT-C793,СИНХ,2021-08-27,2033-08-31
60724,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №772,11-RUD-CGTR-SEBT-CD71,11-RUD-CGTR-SEBT-C793,СИНХ,2021-09-06,2033-09-30
60725,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №773,11-RUD-CGTR-SEBT-CD72,11-RUD-CGTR-SEBT-C793,СИНХ,2021-09-09,2033-09-30
60739,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №774,11-RUD-CGTR-SEBT-CD73,11-RUD-CGTR-SEBT-C793,СИНХ,2021-09-18,2033-09-30
60740,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №775,11-RUD-CGTR-SEBT-CD74,11-RUD-CGTR-SEBT-C793,НПВЭ СИНХ,2021-09-19,2033-09-30
60741,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №776,11-RUD-CGTR-SEBT-CD75,11-RUD-CGTR-SEBT-C793,СИНХ,2021-10-06,2033-10-31
60742,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №777,11-RUD-CGTR-SEBT-CD76,11-RUD-CGTR-SEBT-C793,СИНХ,2021-10-09,2033-10-31
62418,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №778,11-RUD-CGTR-SEBT-CD77,11-RUD-CGTR-SEBT-C793,СИНХ,2021-10-16,2033-10-31
62437,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №779,11-RUD-CGTR-SEBT-CD78,11-RUD-CGTR-SEBT-C793,СИНХ,2021-11-05,2033-11-30
62438,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №780,11-RUD-CGTR-SEBT-CD79,11-RUD-CGTR-SEBT-C793,СИНХ,2021-12-04,2033-12-31
62457,Полюс Вернинское,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1603,03-CTT-KH02,03-CTT-K785,,2007-08-30,2030-01-01
62461,Полюс Вернинское,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1601,03-CTT-KH01,03-CTT-K785,,2007-07-31,2030-01-01
62462,Полюс Вернинское,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1607,03-CTT-KH05,03-CTT-K785,,2007-10-30,2030-01-01
62463,Полюс Вернинское,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1604,03-CTT-KH03,03-CTT-K785,,2007-09-30,2030-01-01
62492,Полюс Вернинское,E01_01,Самосвалы карьерные,960000003,73,Самосвалы Komatsu HD785-5,Самосвал карьерный HD785-5 №1606,03-CTT-KH04,03-CTT-K785,,2007-09-30,2030-01-01
62493,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1609,03-CTT-KD01,03-CTT-K787,,2012-10-04,2030-01-01
62494,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1610,03-CTT-KD02,03-CTT-K787,,2012-10-14,2030-01-01
62495,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1611,03-CTT-KD03,03-CTT-K787,,2013-01-30,2030-01-01
62497,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1612,03-CTT-KD04,03-CTT-K787,,2013-01-30,2030-01-01
62500,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1613,03-CTT-KD05,03-CTT-K787,,2013-02-28,2030-01-01
62501,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1614,03-CTT-KD06,03-CTT-K787,,2013-03-29,2030-01-01
62502,Полюс Вернинское,E01_01,Самосвалы карьерные,960000004,74,Самосвалы Komatsu HD785-7,Самосвал карьерный HD785-7 №1615,03-CTT-KD07,03-CTT-K787,,2013-04-26,2030-01-01
62505,Полюс Вернинское,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №1619,03-CTT-CC01,03-CTT-C785,,2017-12-12,2030-01-01
62506,Полюс Вернинское,E01_01,Самосвалы карьерные,960000001,65,Самосвалы CAT 785C,Самосвал карьерный 785C №1620,03-CTT-CC02,03-CTT-C785,,2017-12-12,2030-01-01
62585,Полюс Вернинское,E01_01,Самосвалы карьерные,960000002,72,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1621,03-CTT-KM01,03-CTT-K150,,2019-03-01,2030-01-01
62587,Полюс Вернинское,E01_01,Самосвалы карьерные,960000002,72,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1623,03-CTT-KM03,03-CTT-K150,,2019-03-01,2030-01-01
62589,Полюс Вернинское,E01_01,Самосвалы карьерные,960000002,72,Самосвалы Komatsu HD1500-8,Самосвал карьерный HD1500-8 №1622,03-CTT-KM02,03-CTT-K150,,2019-03-01,2030-01-01
62591,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №781,11-RUD-CGTR-SEBT-CD80,11-RUD-CGTR-SEBT-C793,,2023-02-01,2030-01-01
62593,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №782,11-RUD-CGTR-SEBT-CD81,11-RUD-CGTR-SEBT-C793,,2023-02-01,2030-01-01
62595,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003596,67,Самосвалы CAT 793D,Самосвал карьерный 793D №783,11-RUD-CGTR-SEBT-CD82,11-RUD-CGTR-SEBT-C793,,2023-02-01,2030-01-01
62597,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003985,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №60,11-RUD-CGTR-SEBT-BE15,11-RUD-CGTR-SEBT-BELZ,,2022-04-01,2032-04-30
62728,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003985,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №61,11-RUD-CGTR-SEBT-BE16,11-RUD-CGTR-SEBT-BELZ,,2022-04-01,2030-01-01
62729,Олимпиадинский ГОК,E01_01,Самосвалы карьерные,960003985,61,Самосвалы БелАЗ-7540,Самосвал карьерный БЕЛАЗ-7540К №62,11-RUD-CGTR-SEBT-BE17,11-RUD-CGTR-SEBT-BELZ,,2022-04-01,2030-01-01
62730,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №1,05-KAR-UTTR-K701,05-KAR-UTTR-K158,,2012-08-01,2022-08-01
62746,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №2,05-KAR-UTTR-K705,05-KAR-UTTR-K158,,2012-08-01,2022-08-01
62753,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №3,05-KAR-UTTR-K706,05-KAR-UTTR-K158,,2012-08-01,2022-08-01
62858,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №4,05-KAR-UTTR-K707,05-KAR-UTTR-K158,,2012-08-01,2022-08-01
62859,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №5,05-KAR-UTTR-K708,05-KAR-UTTR-K158,,2013-03-31,2023-03-31
62863,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №6,05-KAR-UTTR-K709,05-KAR-UTTR-K158,,2013-03-31,2023-03-31
62870,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №7,05-KAR-UTTR-K710,05-KAR-UTTR-K158,,2013-04-30,2023-04-30
62871,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №8,05-KAR-UTTR-K711,05-KAR-UTTR-K158,,2013-04-30,2023-04-30
62875,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №9,05-KAR-UTTR-K712,05-KAR-UTTR-K158,,2013-06-30,2023-06-30
62878,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №10,05-KAR-UTTR-K702,05-KAR-UTTR-K158,,2013-06-30,2023-06-30
62880,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №11,05-KAR-UTTR-K703,05-KAR-UTTR-K158,,2013-07-31,2023-07-31
62905,Полюс Магадан,E01_01,Самосвалы карьерные,960003681,71,Самосвалы Komatsu HD1500-7,Самосвал карьерный HD1500-7 №12,05-KAR-UTTR-K704,05-KAR-UTTR-K158,,2013-08-31,2023-08-31
62912,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №13,05-KAR-UTTR-K801,05-KAR-UTTR-K738,,2018-03-16,2030-03-16
62915,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №14,05-KAR-UTTR-K802,05-KAR-UTTR-K738,,2018-03-16,2030-03-16
62918,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №15,05-KAR-UTTR-K803,05-KAR-UTTR-K738,,2018-04-23,2030-04-23
62921,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №16,05-KAR-UTTR-K804,05-KAR-UTTR-K738,,2018-04-23,2030-04-23
62924,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №19,05-KAR-UTTR-K807,05-KAR-UTTR-K738,,2018-05-30,2030-05-30
62925,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №20,05-KAR-UTTR-K808,05-KAR-UTTR-K738,,2018-05-30,2030-05-30
62926,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №17,05-KAR-UTTR-K805,05-KAR-UTTR-K738,,2018-04-23,2030-04-23
62927,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №18,05-KAR-UTTR-K806,05-KAR-UTTR-K738,,2018-04-23,2030-04-23
62931,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №21,05-KAR-UTTR-K809,05-KAR-UTTR-K738,,2018-05-30,2030-05-30
62934,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №22,05-KAR-UTTR-K810,05-KAR-UTTR-K738,,2018-05-30,2030-05-30
62955,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №23,05-KAR-UTTR-K811,05-KAR-UTTR-K738,,2018-06-30,2030-06-30
62970,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №24,05-KAR-UTTR-K812,05-KAR-UTTR-K738,,2018-06-30,2030-06-30
62971,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №25,05-KAR-UTTR-K813,05-KAR-UTTR-K738,,2018-06-30,2030-06-30
62975,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №26,05-KAR-UTTR-K814,05-KAR-UTTR-K738,,2018-07-31,2030-07-31
62977,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №27,05-KAR-UTTR-K815,05-KAR-UTTR-K738,,2018-07-31,2030-07-31
63470,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №28,05-KAR-UTTR-K816,05-KAR-UTTR-K738,,2018-07-31,2030-07-31
64164,Полюс Магадан,E01_01,Самосвалы карьерные,960003680,69,Самосвалы Komatsu 730E-8,Самосвал карьерный 730E-8 №29,05-KAR-UTTR-K817,05-KAR-UTTR-K738,,2018-09-10,2030-09-10
64179,Полюс Магадан,E01_01,Самосвалы карьерные,960011513,66,Самосвалы CAT 789D,Самосвал карьерный 789D №32,05-KAR-UTTR-C902,05-KAR-UTTR-C789,,2020-01-09,2030-01-09
64230,Полюс Магадан,E01_01,Самосвалы карьерные,960011513,66,Самосвалы CAT 789D,Самосвал карьерный 789D №31,05-KAR-UTTR-C901,05-KAR-UTTR-C789,,2020-01-09,2030-01-09
64241,Полюс Магадан,E01_01,Самосвалы карьерные,960011513,66,Самосвалы CAT 789D,Самосвал карьерный 789D №33,05-KAR-UTTR-C903,05-KAR-UTTR-C789,,2020-02-01,2030-02-01
64282,Полюс Магадан,E01_01,Самосвалы карьерные,960011514,60,Самосвалы БелАЗ-75182,Самосвал карьерный БЕЛАЗ-75182 №34,05-KAR-UTTR-B701,05-KAR-UTTR-B751,,1899-12-31,2031-10-01
64286,Полюс Магадан,E01_01,Самосвалы карьерные,960011514,60,Самосвалы БелАЗ-75182,Самосвал карьерный БЕЛАЗ-75182 №35,05-KAR-UTTR-B702,05-KAR-UTTR-B751,,1899-12-31,2031-10-01
64290,Полюс Магадан,E01_01,Самосвалы карьерные,960011514,60,Самосвалы БелАЗ-75182,Самосвал карьерный БЕЛАЗ-75182 №36,05-KAR-UTTR-B703,05-KAR-UTTR-B751,,1899-12-31,2031-10-01
64309,Олимпиадинский ГОК,E02_02,Станки буровые вращ. бур. коронками,960003996,99,Установка буровая CS1000,Установка буровая CS1000 №8643ХА24,11-GRS-UBUR-DR04,11-GRS-UBUR-DRIL,,2006-09-18,2030-01-01
64323,Олимпиадинский ГОК,E02_02,Станки буровые вращ. бур. коронками,960003997,101,Установка буровая PS1000,Установка буровая PS1000 №8660ХА24,11-GRS-UBUR-DR05,11-GRS-UBUR-DRIL,,2006-12-29,2030-01-01
64337,Олимпиадинский ГОК,E02_02,Станки буровые вращ. бур. коронками,960003998,96,Установка буровая БМ-83,Установка буровая БМ-831 №02,11-RUD-VOST-ENSL-DR02,11-RUD-VOST-ENSL-DRIL,,2007-06-30,2030-01-01
64351,Олимпиадинский ГОК,E02_02,Станки буровые вращ. бур. коронками,960003995,97,Установка буровая УРБ-2А2,Установка буровая УРБ-2А2 №08,11-GRS-UBUR-DR02,11-GRS-UBUR-DRIL,,2013-04-23,2030-01-01
64364,Олимпиадинский ГОК,E02_02,Станки буровые вращ. бур. коронками,960003999,95,Установка буровая БКМ-534,Установка буровая БКМ-534 №06,11-RUD-BLAG-ENSL-DR01,11-RUD-BLAG-ENSL-DRIL,,2012-09-10,2030-01-01
64377,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №22,11-RUD-CBVZ-SB05,11-RUD-CBVZ-SBSH,СИНХ,2011-02-22,2023-07-31
64507,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №24,11-RUD-CBVZ-SB06,11-RUD-CBVZ-SBSH,СИНХ,2011-04-09,2022-12-31
64510,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №28,11-RUD-CBVZ-SB10,11-RUD-CBVZ-SBSH,СИНХ,2013-07-31,2023-12-31
64517,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003647,79,Станки буровые PV-235,Станок буровой PV-235 №58,11-RUD-CBVZ-P204,11-RUD-CBVZ-PV23,СИНХ,2013-10-31,2023-12-31
64531,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003647,79,Станки буровые PV-235,Станок буровой PV-235 №55,11-RUD-CBVZ-P201,11-RUD-CBVZ-PV23,СИНХ,2012-04-04,2022-12-31
64542,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №25,11-RUD-CBVZ-SB07,11-RUD-CBVZ-SBSH,СИНХ,2012-04-30,2022-12-31
64566,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №26,11-RUD-CBVZ-SB08,11-RUD-CBVZ-SBSH,СИНХ,2012-04-30,2022-12-31
64580,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 МНА-32 №27,11-RUD-CBVZ-SB09,11-RUD-CBVZ-SBSH,СИНХ,2012-05-31,2022-12-31
64592,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003647,79,Станки буровые PV-235,Станок буровой PV-235 №56,11-RUD-CBVZ-P202,11-RUD-CBVZ-PV23,СИНХ,2012-09-30,2022-12-31
64605,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003647,79,Станки буровые PV-235,Станок буровой PV-235 №57,11-RUD-CBVZ-P203,11-RUD-CBVZ-PV23,СИНХ,2012-10-16,2022-12-31
64622,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003651,80,Станки буровые PV-351,Станок буровой PV351 №51,11-RUD-CBVZ-P301,11-RUD-CBVZ-PV35,СИНХ,2019-02-19,2029-02-28
64634,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003651,80,Станки буровые PV-351,Станок буровой PV351 №52,11-RUD-CBVZ-P302,11-RUD-CBVZ-PV35,СИНХ,2019-04-01,2029-04-30
64641,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960003651,80,Станки буровые PV-351,Станок буровой PV351 №53,11-RUD-CBVZ-P303,11-RUD-CBVZ-PV35,СИНХ,2019-06-07,2029-06-30
64648,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250 № 1109,03-RUD-UBVR-DR08,03-RUD-UBVR,,2020-08-01,2030-01-01
64662,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1110,03-RUD-UBVR-DR09,03-RUD-UBVR,,2021-07-02,2030-01-01
64807,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960003625,88,Станок буровой FlexiROC D67,Станок буровой FlexiROC D6510LF №1111,03-RUD-UBVR-DR10,03-RUD-UBVR,,2022-03-01,2030-01-01
64934,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960003625,89,Станок буровой FlexiROC D68,Станок буровой FlexiROC D6510LF №1112,03-RUD-UBVR-DR11,03-RUD-UBVR,,2022-03-01,2030-01-01
65605,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960003625,86,Станок буровой FlexiROC D65,Станок буровой FlexiROC D65 LF №1113,03-RUD-UBVR-DR12,03-RUD-UBVR,,2022-03-01,2030-01-01
65609,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250МН-32 №1103,03-RUD-UBVR-DR02,03-RUD-UBVR,,2008-12-29,2030-01-01
65722,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000009,84,Станок буровой DM 45LP,Станок буровой DM 45LP №1105,03-RUD-UBVR-DR04,03-RUD-UBVR,,2007-12-30,2030-01-01
65733,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000012,76,Станки буровые СБШ-250,Станок буровой СБШ-250МН-32 №1101,03-RUD-UBVR-DR01,03-RUD-UBVR,,2008-09-25,2030-01-01
66645,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1106,03-RUD-UBVR-DR05,03-RUD-UBVR,,2013-12-10,2030-01-01
66653,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №1107,03-RUD-UBVR-DR06,03-RUD-UBVR,,2013-12-10,2030-01-01
66715,Полюс Вернинское,E02_01,Станки буровые вращ. бур. шарошками,960000011,81,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №1108,03-RUD-UBVR-DR07,03-RUD-UBVR,,2019-05-31,2030-01-01
66718,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960011381,94,Станок буровой PV-271,Станок буровой PV-271 №59,11-RUD-CBVZ-P702,11-RUD-CBVZ-PV27,,2021-12-25,2030-01-01
66725,Олимпиадинский ГОК,E02_01,Станки буровые вращ. бур. шарошками,960011381,94,Станок буровой PV-271,Станок буровой PV-271 №60,11-RUD-CBVZ-P703,11-RUD-CBVZ-PV27,,2022-08-01,2030-01-01
66766,Полюс Магадан,E02_03,Станки буровые ударно-вращательного бур.,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №14,05-KAR-UBVR-HP04,05-KAR-UBVR-DMHP,,2022-09-01,2028-08-31
66770,Полюс Магадан,E02_03,Станки буровые ударно-вращательного бур.,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №15,05-KAR-UBVR-HP05,05-KAR-UBVR-DMHP,,2022-10-01,2028-09-30
66777,Полюс Магадан,E02_03,Станки буровые ударно-вращательного бур.,960011517,82,Станки буровые SmartROC D65,Станок буровой SmartROC D65SF №7,05-KAR-UBVR-RD01,05-KAR-UBVR-RD65,,2022-08-01,2028-08-01
66784,Полюс Магадан,E02_03,Станки буровые ударно-вращательного бур.,960011517,82,Станки буровые SmartROC D65,Станок буровой SmartROC D65SF №8,05-KAR-UBVR-RD02,05-KAR-UBVR-RD65,,2022-08-01,2028-08-01
66851,Полюс Магадан,E02_03,Станки буровые ударно-вращательного бур.,960011517,82,Станки буровые SmartROC D65,Станок буровой SmartROC D65SF №9,05-KAR-UBVR-RD03,05-KAR-UBVR-RD65,,2022-08-01,2028-08-01
66862,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960003623,78,Станки буровые DML LP,Станок буровой DML LP №68,11-RUD-CBVZ-LP03,11-RUD-CBVZ-DMLP,СИНХ,2009-03-31,2022-12-31
67027,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960003623,78,Станки буровые DML LP,Станок буровой DML LP №69,11-RUD-CBVZ-LP04,11-RUD-CBVZ-DMLP,СИНХ,2013-09-30,2023-09-30
68562,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960003623,78,Станки буровые DML LP,Станок буровой DML LP №70,11-RUD-CBVZ-LP05,11-RUD-CBVZ-DMLP,СИНХ,2013-10-09,2023-10-31
68573,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960003788,77,Станки буровые DE810,Станок буровой DE810-CT №01,11-RUD-CBVZ-DE01,11-RUD-CBVZ-DE81,СИНХ,2017-02-20,2027-02-28
68877,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №73,11-RUD-CBVZ-HP02,11-RUD-CBVZ-DMHP,СИНХ,2017-08-31,2027-08-31
68906,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960000011,81,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №19,11-RUD-CBVZ-RD01,11-RUD-CBVZ-RD65,СИНХ,2018-07-02,2026-07-31
68939,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960000011,81,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №020,11-RUD-CBVZ-RD02,11-RUD-CBVZ-RD65,СИНХ,2018-07-02,2026-07-31
68947,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960000010,85,Станок буровой DML HP 1450,Станок буровой DML HP 1450 №74,11-RUD-CBVZ-HP03,11-RUD-CBVZ-DMHP,СИНХ,2017-05-07,2027-05-31
68958,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960000011,81,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №021,11-RUD-CBVZ-RD03,11-RUD-CBVZ-RD65,СИНХ,2019-06-27,2027-06-30
69074,Олимпиадинский ГОК,E02_03,Станки буровые ударно-вращательного бур.,960000011,81,Станки буровые ROC D65,Станок буровой SmartROC D65-10LF №022,11-RUD-CBVZ-RD04,11-RUD-CBVZ-RD65,СИНХ,2019-06-21,2027-06-30
